"id";"fase";"fecha";"area";"archivo";"ubicacion";"categoria";"severidad";"titulo";"evidencia";"impacto";"propuesta";"esfuerzo";"estado"
"F-2-002";"2";"2026-08-18";"infra";"02_Code/R/01_utils.R";"con_territorio() y filtrar_provincia(); efecto visible en 02_Code/03_tablas/01_generalidades.R:39-43";"ROBUSTEZ";"ALTO";"El universo de municipios lo define la fuente, no el crosswalk: un municipio ausente desaparece en vez de quedar vacío";"con_territorio() hace datos |> left_join(crosswalk_provincias()) |> left_join(crosswalk_subregiones()): el crosswalk se pega SOBRE los datos, de modo que un municipio que la fuente no traiga no genera fila. filtrar_provincia() solo aborta si el resultado tiene cero filas; una provincia de trece municipios con once presentes pasa sin ruido. Y el efecto se amplifica donde la tabla calcula participaciones: en 01_generalidades.R:42, participacion_area_prov_pct = area_km2 / sum(area_km2, na.rm = TRUE) renormaliza sobre los municipios presentes.";"Contradice la regla 5 en su forma más difícil de detectar: el municipio no queda vacío, no queda en cero, no aparece. Escenario: AREA_ORIGINAL.xlsx pierde dos de los trece municipios de una provincia. La tabla sale con once filas, las participaciones suman 100 % —así que nada se ve raro—, y agregar_totales() rotula la suma parcial como «TOTAL PROVINCIA». El área provincial publicada es menor que la real y es internamente coherente. La auditoría del proyecto sí detecta municipios faltantes por hoja (C1_cobertura_municipal.csv, 46 hojas hoy), pero es un informe posterior que no bloquea nada, y no distingue el faltante informativo del faltante por pérdida (F-1-021).";"Partir del crosswalk y pegarle los datos —right_join o un join desde el crosswalk— para que el municipio sin dato exista como fila con NA. Como mínimo, que filtrar_provincia() avise cuando el número de municipios no sea el de la provincia.";"medio";"abierto"
"F-2-003";"2";"2026-08-18";"infra";"02_Code/01_homogeneizacion/crosswalk_territorial.R";"construcción de subreg_completo, frente a las verificaciones del crosswalk de provincias";"ROBUSTEZ";"MEDIO";"La mitad del crosswalk territorial no tiene ninguna verificación";"El crosswalk de provincias se valida con tres comprobaciones: nrow == 88 con la lista de municipios perdidos en el mensaje de error, !any(duplicated(ind_mpio)) y setequal(id_provincia, PROVINCIAS$id). subreg_completo, en cambio, se construye con un mutate + select + arrange y se escribe sin comprobar nada: ni que tenga 125 filas, ni que ind_mpio sea único, ni que no haya NA. con_territorio() le hace un left_join, y dplyr multiplica filas en silencio en una relación uno a muchos. VERIFICADO SOBRE EL DERIVADO ACTUAL: subreg_completo.parquet tiene hoy 125 filas, 125 ind_mpio únicos, ningún NA, nueve subregiones, y cubre los 88 municipios del crosswalk. El defecto es la ausencia de la verificación, no un dato roto.";"Si MUNICIPIOS_SUBREG_PROV.xlsx llegara con un municipio repetido —dos filas de esquema asociativo, un corregimiento— ese municipio se duplicaría en toda tabla que pase por con_territorio(), y su área, su población y sus conteos se sumarían dos veces en los totales de provincia y de departamento. Nada lo detectaría: el anexo declara el crosswalk «fuente de verdad» y la mitad de esa fuente no se comprueba.";"Añadir a subreg_completo las mismas tres verificaciones que ya tiene el crosswalk de provincias. Son tres líneas y el patrón ya está escrito al lado.";"trivial";"abierto"
"F-2-004";"2";"2026-08-18";"infra";"02_Code/R/01_utils.R";"función col(), tercera estrategia de búsqueda (por prefijo)";"ROBUSTEZ";"MEDIO";"col() resuelve por prefijo, devuelve la primera columna del archivo y no avisa de la ambigüedad";"Tras la coincidencia exacta y la compactada, col() prueba which(startsWith(compacto(reales), compacto(a))) y devuelve reales[i[1]]: si varias columnas empiezan igual, gana la que esté primero en el Excel. Además el prefijo de la alternativa k se prueba antes que la coincidencia exacta de la alternativa k+1, así que un respaldo posterior puede no consultarse nunca. VERIFICADO ejecutando la función real: con los encabezados «MunicipioCodigo, Municipio, Anio, IRCAurbano, Nivel de riesgo urbano, IRCArural, IRCA total», col(d, ""IRCA"") devuelve «IRCAurbano»; y con «Codigo Departamento, ind_mpio, valor», col(d, ""Codigo"", ""ind_mpio"") devuelve «Codigo Departamento» y nunca llega a ind_mpio.";"col() es el mecanismo con el que las diez secciones localizan todas sus columnas, y su propósito declarado es tolerar que una fuente cambie de escritura. Justamente en ese caso —el encabezado «IRCA» se reexporta como «IRCA total» o «IRCA (%)»— la búsqueda cae al prefijo y devuelve el IRCA urbano, que va antes en la hoja. La sección publicaría el índice urbano rotulado como total, sin un mensaje. No está disparado hoy: mientras exista la coincidencia exacta, gana la exacta.";"Avisar cuando la resolución por prefijo encuentre más de una candidata, y agotar todas las alternativas por coincidencia exacta antes de pasar a la búsqueda por prefijo.";"bajo";"abierto"
"F-2-005";"2";"2026-08-18";"infra";"02_Code/R/01_utils.R";"agregar_totales(), conversión de los valores y de los pesos";"CALCULO";"MEDIO";"agregar_totales() convierte con as.numeric() en vez de a_numero(), y silencia el aviso";"x <- suppressWarnings(as.numeric(d[[cl]])) y w <- suppressWarnings(as.numeric(d[[pesos]])). El proyecto tiene a_numero() en el mismo archivo justamente para leer números en convención colombiana, y aquí no se usa; suppressWarnings elimina además la única señal de que la coerción falló. Combinado con sum(x, na.rm = TRUE) (F-1-028), una columna de texto no da error ni NA: da 0.";"Si un derivado llegara con una columna numérica como texto —leer_derivado() admite el camino heredado .xlsx con solo un warning—, «12.345» habitantes se convertiría en 12,345 y el total provincial saldría en centenas en vez de en decenas de miles; y si el texto llevara coma decimal, as.numeric daría NA en todos los municipios y el total publicado sería 0. Es la misma familia que F-1-028 pero por otra vía, y la corrección es distinta.";"Usar a_numero() y no suprimir el aviso; o comprobar que la columna sea numérica y abortar con un mensaje que la nombre.";"trivial";"abierto"
"F-2-006";"2";"2026-08-18";"figuras";"02_Code/R/02_tema.R";"pct_co(x, dec = 1, ya_en_pct = TRUE) y etiqueta_pct(dec = 0)";"ROBUSTEZ";"MEDIO";"El formateador de porcentajes tiene por defecto lo contrario de lo que el pipeline produce";"pct_co() tiene ya_en_pct = TRUE por defecto, de modo que si el llamador pasa una proporción sin poner ya_en_pct = FALSE, el resultado sale cien veces menor: pct_co(0.153) devuelve «0,2 %». Pero el pipeline guarda las tasas como fracción —08_educacion.R divide entre 100 al leer, el déficit de vivienda se guarda como fracción, el anexo declara «Proporciones y coberturas: fracción en [0,1] en el archivo»—, así que el valor por defecto está calibrado al revés de lo que circula. Que las llamadas actuales lo compensen a mano con pct_co(x * 100, dec = 0) confirma que el defecto no sirve. etiqueta_pct() hereda el problema y ni siquiera expone el argumento.";"Un valor por defecto que no falla y cambia el resultado. La primera figura que use etiqueta_pct() sobre una columna guardada como fracción etiquetará «0,9 %» donde debería decir «91,2 %», y la hoja de respaldo guardará 0,912, así que la trazabilidad no delata la contradicción. Es infraestructura destinada a las diez secciones.";"Invertir el defecto a ya_en_pct = FALSE, que es lo que produce el pipeline, o quitar el defecto para que la llamada tenga que declararlo. Y exponer el argumento en etiqueta_pct().";"bajo";"abierto"
"F-2-007";"2";"2026-08-18";"infra";"02_Code/R/01_utils.R";"normalizar_municipio(), tabla de equivalencias";"CALCULO";"BAJO";"«SAN PEDRO» se resuelve a un municipio concreto habiendo dos en Antioquia";"La equivalencia ""SAN PEDRO"" = ""SAN PEDRO DE LOS MILAGROS"" se aplica sin condición. Antioquia tiene San Pedro de los Milagros (05664) y San Pedro de Urabá (05665). Las demás entradas de la tabla son inequívocas. Importa porque hay dos cruces reales por nombre y no por código DANE —las plantas de generación y el catastro minero, en 05_economia.R—, que son las únicas excepciones a la regla del proyecto de cruzar siempre por código.";"Si una de esas dos fuentes escribe «San Pedro» sin apellido, el registro se asigna a San Pedro de los Milagros, que pertenece a la Provincia del Río Grande, y su capacidad instalada o su título minero se suma al total de una provincia que no le corresponde. El anexo ya declara que estos dos cruces se hacen por nombre normalizado; lo que no declara es que una de las equivalencias resuelve una ambigüedad real.";"No corregir un nombre ambiguo: dejar que no cruce y que el aviso lo señale, o exigir el nombre completo en esas dos fuentes.";"trivial";"abierto"
"F-2-008";"2";"2026-08-18";"figuras";"02_Code/R/03_mapas.R";"cartografia_base() y cartografia_provincia()";"ROBUSTEZ";"BAJO";"La cartografía puede perder municipios sin que nada lo advierta";"capa$ind_mpio <- as.integer(capa$MPIO_CCDGO), después un merge con all.x = TRUE contra el crosswalk, y el filtro de la provincia se queda con las filas cuyo id_provincia coincide. Ninguna línea comprueba cuántos municipios encontró. Un desajuste total de códigos sí falla ruidosamente —cero filas y el mapa devuelve NULL—, pero uno parcial no: el municipio no se dibuja y el mapa queda con la forma equivocada.";"No cambia una cifra, pero produce una afirmación cartográfica falsa que ninguna comprobación cubre: la tabla de la sección tendría trece municipios y el mapa doce, y el mapa de localización pintaría el que falta como «Resto de Antioquia». Es un caso plausible porque el Marco Geoestadístico cambia de versión y algunos entregan MPIO_CCDGO con tres dígitos y otros con cinco.";"Comprobar que el número de polígonos de la provincia sea el de municipios del crosswalk, y abortar el mapa con un mensaje cuando no lo sea.";"trivial";"abierto"
"V-2-001";"2";"2026-08-18";"infra";"02_Code/R/ (lote 2A completo)";"01_utils.R: filtrar_provincia(), rama promedio_ponderado, escritura de NA; 02_tema.R: .series(); 03_mapas.R: puntos de etiqueta; crosswalk_territorial.R: verificaciones";"ROBUSTEZ";"NOTA";"VERIFICADO OK — seis decisiones sólidas de la capa de infraestructura";"(1) filtrar_provincia() extrae el id antes del filtro y usa .env$id, con el motivo escrito: varias fuentes traen una columna llamada prov que dentro de dplyr::filter() enmascararía el argumento. Es una trampa real de dplyr, identificada y resuelta. (2) La rama promedio_ponderado de agregar_totales() comprueba if (any(ok)) y devuelve NA_real_: es la única de las cuatro que no inventa un número cuando no hay nada que agregar, y es el patrón que habría que extender. (3) La convención «vacío no es cero» está implementada en los dos extremos de la publicación: la escritura del Excel pone celda vacía para NA y los mapas pintan en gris el municipio sin dato en vez de en el extremo bajo de la rampa. (4) El crosswalk de provincias se valida con tres comprobaciones y su mensaje de error enumera los municipios perdidos. (5) .series() aborta cuando se piden más series que colores en vez de reciclar la paleta en silencio. (6) Los puntos de etiqueta de los mapas usan st_point_on_surface y no el centroide, con la razón escrita: en un municipio en herradura el centroide cae sobre el vecino.";"Positivo. Son seis sitios donde el autor anticipó un fallo silencioso y lo cerró, incluidas dos trampas que casi nadie ve venir. Acota el tono de los hallazgos de este lote: no es código descuidado, es código cuidadoso con huecos concretos.";"Ninguna. Va en la sección «qué se revisó y estaba bien» del informe.";"—";"cerrado"
"F-2-009";"2";"2026-08-18";"homogeneizacion";"02_Code/01_homogeneizacion/percepcion_seguridad.R";"línea 91, unlink(archivo_xlsx)";"CALCULO";"ALTO";"CONFIRMADO EN EJECUCIÓN — una línea con una variable inexistente impide regenerar el derivado de percepción, y el insumo ya está";"Entre construir la tabla y escribir_derivado() hay un unlink(archivo_xlsx), y archivo_xlsx no se define en ninguna parte: ni en ese script, ni en 00_config.R, ni en 01_utils.R, ni en ninguno de los seis scripts de homogeneización que corren antes. Es un resto de cuando el script también escribía un .xlsx de respaldo, como sigue anunciando su cabecera. CORRECCIÓN DE LA EVIDENCIA (2026-08-18): al registrarlo se afirmó que esta línea explicaba por qué percepcion_seguridad.parquet no se había regenerado en la corrida del 2026-08-15. ES FALSO. 04_probar_homogeneizacion.R demostró que el script aborta mucho antes, en entrada(), porque falta «Data anonimizada encuesta percepcion 2018-2025.xlsx». La línea 91 nunca se alcanzó. El defecto es real y está sin ejecutar. Dato que conviene tener presente: el derivado existe en el repositorio, así que en la máquina del autor el script sí llegó a escribir; o la línea se añadió después, o él tenía archivo_xlsx definido en su sesión. CONFIRMADO POR EJECUCIÓN (2026-08-18, 00:09). Pablo puso «Data anonimizada encuesta percepcion 2018-2025.xlsx» en 01_Data/00_Inputs y el script se corrió en una sesión limpia. Leyó los 100 MB del microdato y murió con este mensaje, cuya cadena de llamadas termina literalmente en unlink: «Error in eval(ei, envir) : object 'archivo_xlsx' not found. Calls: source -> withVisible -> eval -> eval -> unlink. Execution halted». 18 segundos. Con esto el hallazgo deja de ser latente. Nótese el recorrido de la evidencia: se registró como ALTO con una evidencia que resultó FALSA (S-11), se rebajó a MEDIO por honestidad, y ahora vuelve a ALTO con la única evidencia que valía: la ejecución. CORREGIDO Y VERIFICADO (2026-08-18): borrada la línea 91 en la copia local; el cambio está registrado como C-001 en 04_Docs/revision/CAMBIOS_APLICADOS.md con el antes, el después y cómo deshacerlo. Tras el cambio el script corre completo y escribe el derivado, que reproduce el del autor en las ocho columnas (V-3-004). La corrección sigue pendiente de aplicarse en el repositorio del autor: aquí solo se tocó la copia de trabajo, para desbloquear la prueba.";"El derivado percepcion_seguridad NO SE PUEDE REGENERAR mientras la línea esté. La sección 10 seguirá publicando la percepción de la entrega anterior con el rótulo del año nuevo, y el insumo nuevo —que ya está en la carpeta— no llega al informe. Es visible como [FALLO] en el resumen de run_all.R, así que no es silencioso, pero bloquea. Riesgo latente que no cambia: run_all.R hace source() en el entorno global, así que el día que otro script defina un objeto llamado archivo_xlsx, esta línea dejará de fallar y borrará ese archivo.";"Borrar la línea 91. Es un resto de cuando el script también escribía un .xlsx de respaldo, como sigue anunciando su cabecera. Es el primer arreglo a hacer: desbloquea el único insumo nuevo que hoy no se puede procesar.";"bajo";"corregido"
"F-2-010";"2";"2026-08-18";"homogeneizacion";"02_Code/01_homogeneizacion/seguridad_policia.R";"lectura por letra de columna (CUADROS) y su único guarda";"ROBUSTEZ";"ALTO";"Los ocho cuadros de la Policía se leen por letra de columna, y lo único que se comprueba es que la columna exista";"Cada delito se define por letras de Excel —total_2025 = «AH», arma_fuego_2025 = «AI», y así hasta «IP»— que se traducen a índices y se leen con antioquia[[indices[i]]]. El único guarda es de rango: se aborta si algún índice supera el número de columnas. Verifica que la columna exista, no que sea la correcta. Y hay un mecanismo de desfase reconocido por el propio proyecto: salud_seguridad.R documenta que «readxl recorta las columnas vacías de la izquierda». Contraste dentro del mismo repositorio: salud_seguridad.R localiza su columna de códigos por el CONTENIDO (la más poblada que casa con ^05\d{3}$), lo que la hace inmune a ese recorte; seguridad_policia.R no tiene nada equivalente.";"La fuente es de entrega periódica —el cuadro histórico va de 2020 a 2025—, así que el desfase llegará. Una columna insertada o recortada hace que total_2025 de homicidios lea la columna de arma de fuego: un municipio con 12 homicidios de los cuales 7 con arma de fuego publicaría 7, y su tasa por 100.000 habitantes bajaría un 42 %. Todos los guardas pasan y el conteo de municipios por hoja sigue idéntico. Afecta a los ocho delitos de la sección 10 y a los mapas de homicidios.";"Localizar las columnas por su encabezado —aunque sea el de dos pisos, combinando año y variable— o al menos validar el contenido de cada una: que la de un conteo sea entera y no negativa, y que total_2025 sea mayor o igual que la suma de sus modalidades, que es una comprobación gratuita y decisiva.";"medio";"abierto"
"F-2-011";"2";"2026-08-18";"homogeneizacion";"02_Code/01_homogeneizacion/salud_seguridad.R";"función .leer_tasa() y sus dos llamadas (desplazamientos 37 y 41)";"ROBUSTEZ";"ALTO";"El guarda del acceso posicional busca la palabra «tasa», que en un cuadro por años aparece una vez por año";"La natalidad se lee 37 columnas a la derecha del código y la mortalidad 41, y después se valida que el encabezado contenga «tasa». Medir el desplazamiento desde la columna de códigos es un buen diseño y protege contra columnas añadidas antes. Pero la fuente es un cuadro con el año arriba y «Total»/«Tasa» debajo, de modo que hay una columna llamada «Tasa» por cada año: insertar el año nuevo entre el código y la tasa vigente mueve el objetivo a otra columna que también se llama «Tasa», y la validación pasa.";"El script publicaría la tasa de un año anterior creyendo que es la del corte declarado, y crec_vegetativo = tasa_natalidad − tasa_mortalidad heredaría el error. Alimenta tres columnas del tablero que consumen las secciones 02 y 09. El mensaje que imprime el script muestra el encabezado leído, pero como en el encabezado corto solo dice «Tasa», tampoco delata el año.";"Validar el año además de la palabra: leer la fila de encabezado superior y comprobar que la columna elegida pertenece al año declarado. Si el encabezado combinado lo impide, dejar el año como parámetro explícito y comprobar el rango plausible del valor leído.";"medio";"abierto"
"F-2-012";"2";"2026-08-18";"homogeneizacion";"02_Code/01_homogeneizacion/salud_seguridad.R";"cálculo de crec_vegetativo";"DATO-FUENTE";"MEDIO";"El crecimiento vegetativo resta dos años distintos, y solo lo dice un comentario del código";"crec_vegetativo = tasa_natalidad − tasa_mortalidad, con la natalidad de 2023 y la mortalidad de 2024. El script lo declara sin ambigüedad en un comentario: «OJO: la natalidad es de 2023 y la mortalidad de 2024, así que el crecimiento vegetativo mezcla dos años. Es lo que hace el .do original; se conserva para no cambiar las cifras publicadas». La decisión es consciente y está razonada. Lo que no ocurre es que salga del código: el anexo no lo menciona.";"La regla 7 del anexo dice que cada indicador se cita con su año y que «dos indicadores de secciones distintas pueden referirse a años distintos y el lector tiene que poder saberlo». Aquí las dos mitades de un mismo indicador son de años distintos, y ni la hoja publicada ni el anexo lo dicen. Quien lea el crecimiento vegetativo de una provincia no puede saber que no corresponde a ningún año.";"Declararlo en el anexo y en la nota de la tabla, o alinear los dos cortes. Es una decisión del equipo, no un error de código.";"trivial";"abierto"
"F-2-013";"2";"2026-08-18";"homogeneizacion";"02_Code/01_homogeneizacion/ecv_oficial_agregados.R";"construcción de la clave territorial y el aviso de niveles faltantes";"ROBUSTEZ";"MEDIO";"Los territorios que no casan con la clave literal se descartan en silencio";"La clave se arma con un case_when sobre diccionarios de cadenas largas y literales —«provincia minero agroecologica en el departamento de antioquia»— y lo que no casa queda NA y se elimina con filter(!is.na(key)). El único aviso posterior comprueba qué NIVELES se hallaron (departamento, provincia, subregión), así que si desaparecen ocho de las nueve subregiones el nivel sigue presente y no se imprime nada. norm_txt() absorbe tildes y espacios, pero no una reformulación del rótulo.";"Si la salida oficial de la ECV rotulara el Valle de Aburrá de otra forma, esa subregión se perdería y la fila «TOTAL SUBREGIÓN» del informe del Área Metropolitana saldría vacía o caería a un agregado que la propia cabecera del script advierte que no es aditivo. Contraste dentro del mismo repositorio: ecv.R y educacion.R sí abortan cuando falta un indicador; aquí falta el equivalente.";"Comprobar el número de territorios de cada nivel —9 subregiones, 11 provincias, 1 departamento— y abortar nombrando los que no cruzaron.";"bajo";"abierto"
"F-2-014";"2";"2026-08-18";"homogeneizacion";"02_Code/01_homogeneizacion/poblacion_municipal.R";"sumas por filas de los grupos de edad y las tres divisiones que las usan como denominador";"CALCULO";"MEDIO";"Las sumas de grupos de edad devuelven cero cuando no hay datos, y después se usan como denominador sin protección";"Los grupos de edad se construyen con rowSums(..., na.rm = TRUE), que devuelve 0 cuando toda la fila es NA. Después, tres indicadores dividen por esas sumas sin comprobar el denominador: la dependencia económica, el índice de envejecimiento y el peso de cada área sobre el total. Además .peso_sobre_total() empareja con match() sin verificar que el municipio exista en el área «Total», lo que da denominador NA en silencio. En toda la capa de homogeneización solo hay un denominador protegido explícitamente (uso_suelo.R comprueba que el área total exista y sea mayor que cero).";"Un municipio cuyas columnas de edad lleguen vacías produce 0 y no NA, y ese 0 se convierte en denominador: el indicador sale Inf o NaN y se guarda tal cual en el parquet, porque el script no tiene ninguna comprobación de rango. Aguas abajo, agregar_totales() con método promedio convierte el total provincial entero en Inf o NaN a partir de una sola celda.";"Devolver NA cuando la fila no tenga ningún valor, y proteger las tres divisiones. Es el mismo arreglo que F-1-028, en otra capa.";"bajo";"abierto"
"F-2-015";"2";"2026-08-18";"datos";"01_Data/00_Inputs/curados/poblacion_municipal_total_2025_dicc.dta; 02_Code/01_homogeneizacion/poblacion_municipal.R; 02_Code/03_tablas/02_demografia.R";"hoja «natalidad_mortalidad», columna «Índice de Envejecimiento»; nota de migración 4 del script";"CALCULO";"ALTO";"El índice de envejecimiento que se publica no lo calcula el pipeline, y difiere del que sí calcula en los 125 municipios";"Hay DOS índices de envejecimiento en el proyecto y no coinciden. (a) El que se publica: 02_demografia.R lo lee de curados/poblacion_municipal_total_2025_dicc.dta, un insumo armado a mano cuya fórmula no está en ningún sitio del repositorio (viene de 01_homogeneizacion/externos/, que no se ejecuta, más un paso manual sin documentar). (b) El que el pipeline calcula: poblacion_municipal.R produce su propio I_enve_T en poblacion_municipal_total_2025.parquet, y la propia auditoría del proyecto registra ese derivado con CERO consumidores (A2_derivados.csv). COMPARADOS LOS DOS sobre los 125 municipios: no coincide ni uno. Diferencia media +1,42 puntos, mediana +1,86, rango de −4,86 a +3,11. Ejemplos verificados contra la hoja publicada de Bioenergética: Angostura publica 27,962 (curado) frente a 25,199 (derivado); Anorí 19,580 frente a 17,743. El valor de la hoja coincide con el curado hasta el último decimal. Y sobre la versión que NO se publica, la nota de migración 4 del script declara: «Jov_*_0_14 se copia de Dep_*_0_14_60_85 [...] de modo que el índice de envejecimiento se calcula contra la población dependiente, no contra la de 0 a 14 años. Es una rareza de la fuente publicada; se conserva para no alterar el derivado». DESBLOQUEADO Y CORREGIDO 2026-08-20 (corrección 16 de CORRECCIONES.md). No hizo falta la respuesta del equipo: al medir se vio que la pregunta no era cuál es la fórmula correcta, porque EL INFORME YA LA DECLARABA EN TRES SITIOS. Título de la figura 5: «adultos mayores por cada 100 menores de 15 años»; subtítulo: «población de 65 años o más por cada 100 menores de 15»; y la prosa de secciones.R: «adultos mayores por cada cien menores de quince años». Los tres describen 65+/0-14 y el número publicado no era eso: era un rótulo demostrablemente falso, como el del mapa de cobertura arbórea. DIAGNÓSTICO NUEVO: la diferencia entre el curado y el derivado NO es de fórmula sino de estructura de edad. Comparadas todas las columnas, la población total coincide 125 de 125 pero ninguno de los cuatro grupos etarios coincide, y como son porcentajes que suman 100 en los dos archivos, reparten la misma población en edades distintas: el curado describe una población sistemáticamente más envejecida (Angostura 16,4 % de mayores de 60 frente a 14,8 %). Probablemente otra vigencia de la proyección del DANE. Y los dos usan el MISMO denominador no estándar —población dependiente—: estimados desde poblacion_edad_2025, el curado da mediana 30,5, el derivado ~28,6 y el estándar 65+/0-14 da 49,9. QUÉ SE HIZO, respetando la regla que fijó Pablo de no leer nunca el original desde una tabla: se AMPLIÓ el derivado poblacion_edad_2025 —el que creamos en la corrección 7, que ya sale del PPED por homogeneización— con los grupos edad_0_14 y edad_65_mas, que el script ya calculaba internamente y no publicaba; 02_demografia.R deja de leer el curado y calcula el índice desde ese derivado con la fórmula estándar; y el agregado provincial deja de ser un promedio ponderado por población total para pasar a ser la razón entre las sumas (regla 6), porque la población total no es el denominador de ninguna de las dos puntas. EFECTO: el índice sube ~67 % en los 125 municipios; es el cambio de cifra más grande de la fase y hay que declararlo al autor. PENDIENTE MENOR: curados/poblacion_municipal_total_2025_dicc.dta se queda sin lector; no se borra —regla 2— pero conviene anotarlo en el README de curados y preguntar al equipo de qué vigencia salió.";"Tres consecuencias, en orden de gravedad. Primera: el indicador publicado NO TIENE FÓRMULA VERIFICABLE en el repositorio; es uno de los cuatro que el propio anexo señala como no reproducibles, y la magnitud del problema no se había medido. Segunda: la única documentación del cálculo —la nota de migración 4— describe la versión que nadie lee, de modo que quien lea el código creerá saber cómo se calcula el número publicado y estará mirando otro. Tercera: si alguien decidiera algún día usar el derivado en vez del curado, las cifras del informe cambiarían en los 125 municipios sin que ningún control lo señale, porque comparar_referencia.R no valida este indicador y el rango 0-100 no dispara ninguna alarma. Sobre si el índice publicado es metodológicamente correcto NO SE PUEDE CONCLUIR: su fórmula no está. La razón entre las dos versiones (~1,11) es menor que la que produciría cambiar el denominador de «0 a 14» a «dependientes», así que probablemente difieren por otra causa —el corte de edad, 60+ frente a 65+, o la vigencia de la proyección—.";"Lo primero es determinar la fórmula del curado, que hoy nadie puede citar: es el único indicador de esta familia que llega al informe. Después, decidir si se publica el derivado —que sí tiene código y cuyo denominador está documentado como no estándar— o se rehace el curado con la fórmula estándar (65 y más sobre 0 a 14), declarando el cambio de cifra. Mientras tanto, corregir la nota de migración 4 para que diga que describe el derivado y no lo publicado.";"medio";"corregido"
"F-2-016";"2";"2026-08-18";"homogeneizacion";"02_Code/01_homogeneizacion/uso_suelo.R";"recorrido de las carpetas GRUPO y verificación final; construcción del código de municipio";"ROBUSTEZ";"MEDIO";"El uso del suelo se escribe con los municipios que haya, y los archivos mal nombrados comparten el código «NA»";"El script recorre ocho carpetas con unos 88 archivos sueltos y solo aborta si el resultado tiene cero filas: no hay una comprobación del número esperado, a diferencia de ecv.R y educacion.R, que sí verifican los 125 municipios. Además .resumen_municipio() devuelve fila igual cuando la hoja RURAL no es legible, con solo un mensaje. Y el código de municipio sale de un patrón sobre el nombre del archivo; si no casa, se asigna la cadena «NA», de modo que dos archivos mal nombrados producen dos filas con el mismo código.";"Es la fuente con más riesgo de material incompleto —88 archivos en ocho carpetas, sincronizados a mano— y la única sin conteo esperado. Si una carpeta no se sincroniza, el derivado se escribe con menos municipios, el mensaje final lo dice entre cincuenta líneas de log, y la tabla de uso del suelo de esa provincia sale con celdas vacías o con el total calculado sobre los que quedaron. El anexo ya declara que este indicador no se agrega porque «la fuente cubre solo una parte de los municipios y la ausencia no es aleatoria»: sin conteo esperado no hay forma de saber si la cobertura de hoy es la de la fuente o la de una sincronización a medias.";"Comprobar el número de municipios esperado y abortar nombrando los que faltan, como hacen los otros dos scripts. Y tratar el nombre de archivo que no casa como error, no como código «NA».";"bajo";"abierto"
"F-2-017";"2";"2026-08-18";"homogeneizacion";"02_Code/01_homogeneizacion/deyc.R; 02_Code/01_homogeneizacion/educacion.R";"filtro del año más reciente por municipio e indicador, y el paso a formato ancho";"CALCULO";"MEDIO";"«El año más reciente» se resuelve municipio a municipio y el año no queda en el derivado";"Los dos scripts agrupan por municipio e indicador y se quedan con el máximo año disponible; después el paso a formato ancho conserva el municipio, la etiqueta y el valor, y descarta el año. El derivado mezcla años entre municipios sin dejar rastro. La cabecera de deyc.R advierte que el año difiere entre indicadores, pero no que también difiere entre municipios del mismo indicador. Aparte, en deyc.R el max() del año va sin na.rm: un solo registro con el año vacío hace que el grupo entero se descarte y el indicador quede vacío para ese municipio.";"No produce una cifra falsa: produce una comparación falsa, que es lo que el informe publica. Si un municipio tiene densidad empresarial hasta 2024 y otro solo hasta 2021, la tabla los pone en la misma columna, la figura los ordena de mayor a menor y la prosa escribe «el municipio con menor densidad empresarial de la provincia» comparando 2021 contra 2024. Ni la hoja ni la figura pueden declarar el año porque el derivado ya no lo tiene.";"Conservar el año en el derivado y llevarlo hasta la hoja publicada, aunque sea como columna aparte; y añadir na.rm al máximo. Si el año varía entre municipios de un mismo indicador, la nota de la tabla debería decirlo.";"medio";"abierto"
